Date,Title,Excerpt,Category
04-02-2021,NNPC Will Protect Nigeria’s Interest in Divesting Oil Companies: GMD Kyari,The Nigerian National Petroleum Corporation (NNPC) on Monday assured that it would protect the interest of Nigeria in any transaction,business
22-08-2022,"Nigeria Rakes in Fresh $547m as MTN, Mafab Win 3.5GHz Spectrum Auction",Nigeria's federal government on Monday earned a total of $547.2 million as MTN Nigeria and Mafab Communications Ltd emerged winners,tech
13-11-2020,"Africa Expected to Recover From Worst Recession, to Axhieve 3.4% Growth in 2021, AfDB Says","Africa is expected to recover from its worst recession in half a century and reach 3.4 percent growth in 2021,",business
10-03-2022,"China’s Xiaomi Files Legal Complaint Against US Defence, Treasury Ban","Xiaomi Corp filed a complaint in a Washington district court on Friday against the US Defence and Treasury Departments, seeking",tech
12-09-2021,Copa America Left without Hosts 13 Days from Start after Argentina Stripped of Rights,The 2021 Copa America has been left without a host less than two weeks before it starts after Argentina was,sports
17-05-2020,Tottenham Return to Top of Premier League After Stalemate With London Rivals Chelsea,"A cagey 0-0 draw was enough to lift Tottenham back to the top of the table, ahead of defending champions",sports
18-01-2023,Cosby Prosecutors Urge Supreme Court to Restore Conviction,"Prosecutors urged the U.S. Supreme Court to reinstate Bill Cosby’s sexual assault conviction, complaining in a petition released Monday the",entertainment
17-06-2021,FBN Holdings Appoints Nnamdi Okonkwo As New Group MD,"FBN Holdings Plc, the holding company of First Bank of Nigeria has announced Nnamdi Okonkwo as its new Group Managing",business
21-10-2022,Saka’s First International Goal Secures England Win Over Austria,England's countdown to the Euros continued with a narrow win over Austria at Riverside Stadium - but they suffered an,sports
27-09-2021,Tems Claims Number One Spot on Billboard Next Big Sound Chart,"Nigerian singer Tems has taken the top spot on the Billboard Next Big Sound Chart, a weekly chart of the fastest",entertainment
22-03-2021,Google Arts & Culture Launches ‘Eko for Show’ Project to Showcase Creativity of Lagos,"Google Arts & Culture is collaborating with the Nigerian government for the launch of Eko for Show, an initiative to",entertainment
29-09-2022,Boeing Cites Fire Risks in Design of Newest Airbus Jet,"Boeing Co has raised concerns over the design of arch-rival Airbus’ newest narrow-body jet, the A321XLR, saying a novel type",tech
23-02-2019,"Airlines, Holiday Companies Ramp Up Pressure on Britain to Ease Travel Rules",Britain’s airlines and holiday companies are planning a “day of action” on Wednesday to ramp up pressure on the government,business
22-05-2021,Covid: Medical Academy Advises Nigeria to Shut Airports after Finding Indian Variant,"The Academy of Medicine Specialties, together with its Rapid-Response initiative group, has advised Nigeria’s federal government to shut the country’s",health
30-08-2021,China Evergrande Offshore Investors Face ‘Large Losses’ after Second Payment Miss,"China Evergrande Group missed paying bond interest due on Wednesday, two bondholders said, its second unpaid offshore debt payment in",business
30-11-2019,Justin Bieber Announces Limited-Edition ‘Peaches’ Cannabis Line,"Justin Bieber officially enters the cannabis industry with Peaches, a limited-run weed product that comes in a sleek, stylized preroll",entertainment
02-11-2021,Everton’s Pickford Hires Bodyguards after Threat from Liverpool Fans,Everton goalkeeper Jordan Pickford has reportedly been forced to hire bodyguards after allegedly receiving threats from Liverpool supporters. Pickford was,sports
24-12-2021,"For China’s Property Developers, Hong Kong is Becoming Shenzhen’s Backyard",Chinese property developers have turned their sights to Hong Kong's border districts as mainlanders from neighbouring boomtown Shenzhen consider parts,business
19-03-2020,Shell Challenges Judgement Ordering Halt to Gas Flaring in Niger Delta,"Shell Petroleum Development Company (SPDC) has filed an appeal challenging a judgement of the Federal High Court, Benin City, ordering",business
08-11-2021,Nigeria: Rivers Governor Wike Warns Ex-President Jonathan Against Falling for APC’s Enticement,Governor Nyesom Wike of Rivers State on Friday urged former President Goodluck Jonathan to remain in the Peoples Democratic Party,politics
24-10-2019,"Nigerian Airlines Reach Truce with Government, Get Jet Fuel at N480 per Litre, Cancel Shutdown Plan",The Airline Operators of Nigeria (AON) on Monday reached a truce with the leadership of Nigeria's House of Representatives and,business
24-10-2021,CBN Guarantees N130bn to Farmers under Agricultural Credit Scheme,"The Central Bank of Nigeria (CBN) on Thursday said a total of 1,232,326 loans valued at N130.90 billion had been",business
28-03-2020,Nigeria Summons Ambassador to Indonesia for Debriefing after Assault on Diplomat,"The Nigerian Government on Tuesday summoned its Ambassador to Indonesia, Muhammed Buba Ahmed for debriefing over the circumstances surrounding the",politics
04-03-2021,Seven Takeaways from Osun Gubernatorial Election,"Last Saturday’s election which saw PDP's Ademola Adeleke emerge winner, has left instructive takeaways that can't be glossed over.Read more",politics
06-10-2019,"Bitcoin Nears $60,000 as Investors Eye First US ETFs","Bitcoin hit a six-month high on Friday, approaching the record hit in April, as traders became increasingly confident that U.S.",business
29-12-2020,Aston Villa 0-2 Tottenham: Kane and Vinicius Goals Ease Pressure on Mourinho,Goals from Carlos Vinicius and Harry Kane saw Tottenham earn a hard-fought victory at Aston Villa to ease the pressure,sports
25-08-2021,Netflix Removes Dave Chappelle’s Show After Comedian’s Complaint,Netflix has removed US comedian Dave Chappelle's 2000s sketch show after he complained he wasn't getting paid as part of,entertainment
21-04-2020,Oil Price Exceeds $73 on Improving Demand Outlook,"The international price of crude oil continued its rise Monday, extending three weeks of gains on the back of improving",business
15-05-2020,Beyoncé and Wizkid’s ‘Brown Skin Girl’ Gets MTV Award Nomination,"The Beyoncé and Wizkid collaboration, ‘Brown Skin Girl’ has been nominated in the Best Musical Moment Category at the 2021",entertainment
23-07-2022,Covid-19: US Reports First Known Case of Highly-infectious Variant,The first reported US case of the highly-infectious Covid-19 variant that emerged in the UK has been confirmed in the,health
25-02-2019,‘You’re a Pathetic Fellow Who Lies to Remain Relevant’: Nigeria’s Ex-President Jonathan Blasts Ex-Niger Governor Aliyu,"Former Nigeria President Goodluck Jonathan on Saturday night described a former governor of Niger State, Dr. Babangida Aliyu, as a",politics
13-08-2021,"Buhari Is Nigeria’s Most Popular Politician in Generations, VP Osinbajo Says","Nigeria’s Vice President, Professor Yemi Osinbajo, said at the weekend in London that President Muhammadu Buhari was the only politician",politics
01-11-2022,Nigeria’s €63m Siemens Mega Transformers to Ship By September,"The project is to provide power in three phases of 7,000MW, 11,000MW and 25,000MW between now and 2025.Read more",business
25-08-2020,UK PM Johnson’s Replacement to Be Announced September 5,"The new UK prime minister to replace the outgoing Boris Johnson will be announced on September 5, the ruling Conservative",politics
11-01-2023,Puma Terminates 4-year $2.76 million Contract with Nigeria’s Athletic Federation,German sportswear manufacturing giants Puma has announced the termination of its $2.76 million four-year contract with the Athletics Federation of Nigeria (AFN). The contract,sports
04-07-2020,"Nigeria: Drama in Plenary as Senate Majority, Minority Leaders Resign","It was a day of high drama at plenary on Tuesday in the Nigerian Senate, as both the Majority Leader",politics
11-05-2022,"At $42bn, Nigeria’s External Reserves Hit 25-month High on Eurobond Inflow",Nigeria’s external reserves have risen to its highest level in 25 months to $42 billion presently due to the inflow,business
29-10-2019,Anxiety in PDP as Supreme Court Hears Secondus’ Appeal on Monday,There is palpable tension within the Peoples Democratic Party (PDP) as the Supreme Court will tomorrow hear the appeal filed,politics
06-01-2023,Nigeria Reaffirms Commitment to OPEC’s 1.554m bpd Oil Quota,"The Nigerian government on Monday pledged its renewed commitment to full compliance with the country’s crude oil production quota, which",business
01-11-2022,Bayelsa Sweeps the Stakes at Nigeria’s AITEO Cup finale,"For the first time in the history of Nigeria’s cup competitions, one state claimed both the women and men titles",sports
02-01-2022,Tokyo Olympics Organisers Get Plea to Cancel from Medical Body,The IOC and Tokyo Olympic organizers start three days of virtual meetings Wednesday and will run into some of the,sports
02-08-2020,PDP to Convene NEC Meeting to Consider Zoning Committee Report,"Nigeria's main opposition, the Peoples Democratic Party (PDP) on Thursday said it would convene a National Executive Committee (NEC) meeting",politics
04-09-2021,"Three Days to Deadline, Buhari Keeps Nigerians in Suspense Over Electoral Bill","Despite appeals from different quarters to President Muhammadu Buhari, including the diplomatic community, to sign the amended electoral bill forwarded",politics
15-03-2019,"Pogba ‘Unhappy’ at Man United, Agent Says","Paul Pogba is ""unhappy"" at Manchester United and ""has to change teams"" in the next transfer window, says his agent",sports
10-09-2019,Facebook Shuts Down Accounts of Egyptian Firms Targeting Ethiopia,"Tech giant Facebook says it has removed more than a dozen accounts and pages on Facebook and Instagram ""from Egypt",tech
07-01-2021,Senegal Beat Egypt on Penalties to Win First Africa Cup of Nations Trophy,"Senegal defeated Egypt in the Africa Cup of Nations championship match on Sunday, winning the continental championship for the first",sports
17-03-2022,"Saka, Four Right-backs Included in England’s Euro Squad","Trent Alexander-Arnold, Reece James, Kieran Trippier and Kyle Walker have all been included in Gareth Southgate's 26-man England squad for",sports
21-09-2022,Iconic Black Actor Sidney Poitier Dies Aged 94,"Sidney Poitier, who has died aged 94, once turned down the role of Othello because he did not want to",entertainment
12-04-2022,Southgate Signs New England Contract Till December 2024,"England manager Gareth Southgate has signed a new contract to keep him in the role until December 2024. Southgate, whose",sports
27-11-2020,La Liga; Vinicius Scores Winner as Madrid go Joint Top,Substitute Vinicius Junior scored the only goal as defending champions Real Madrid beat Real Valladolid to continue their unbeaten start,sports
09-07-2022,Nigeria Vaccinates 3.6 Million Citizens Against Covid-19,Nigeria’s federal government on Tuesday put the total number of eligible Nigerians that have so far received their first dose,health
06-08-2022,Femi Kuti Says Grammys Tweets Were Not Aimed at Burna Boy,Nigerian musician Femi Kuti has come under attack by fans of pop star Burna Boy for what they claim is,entertainment
30-01-2023,"SAP Cuts 2020, Mid-term Guidance Due to Coronavirus Lockdowns","German Multinational Software Corporation SAP, cut its guidance for 2020 and for the medium term on Sunday, saying the re-imposition",business
31-03-2020,"96 Firms Bid for Rehabilitation of Nigeria’s Oil Pipelines, Depots","Ninety-six companies from various jurisdictions have indicated interest in rehabilitating the Nigerian National Petroleum Corporation (NNPC) downstream infrastructure, including critical",business
